,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,Id,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,PID,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,SalePrice,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,Bsmt Cond Num,Bsmt Qual Num,Garage Cond Num,Garage Qual Num,Exter Cond Num,Exter Qual Num,Heating QC Num,Kitchen Qual Num,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ
1329,1079,897,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,253.0,791.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,885.0,3.0,TA,Fin,TA,Attchd,1998.0,1976,1,GasA,Ex,2444,1,Gd,Lvl,Gtl,9660,Inside,84.0,IR1,0,60,RL,242.0,BrkFace,NA,0,2,31,5,8,528315070,Y,0,NA,CompShg,Gable,286000,0,Pave,7,1044.0,AllPub,210,1998,1998,2006,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1330,945,663,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,98.0,847.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,470.0,2.0,TA,Fin,TA,Attchd,1997.0,1608,1,GasA,Ex,345,1,TA,Lvl,Gtl,10179,Corner,88.0,IR1,0,60,RL,0.0,None,NA,0,7,30,5,6,527105070,Y,0,NA,CompShg,Gable,189500,0,Pave,7,945.0,AllPub,252,1997,1997,2009,3,4,3,3,3,3,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1331,1210,0,0,NA,2,1Fam,NA,NA,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,Y,Norm,Norm,FuseA,100,TA,TA,Wd Sdng,Wd Sdng,MnPrv,NA,0,Slab,1,616.0,1.0,TA,Fin,TA,Attchd,1953.0,1210,1,GasA,TA,650,1,TA,Lvl,Gtl,9533,Inside,75.0,Reg,0,20,RL,140.0,BrkFace,NA,0,8,0,5,5,535353060,Y,0,NA,CompShg,Hip,102900,0,Pave,7,0.0,AllPub,208,1953,1953,2009,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1332,1030,582,0,NA,3,1Fam,TA,No,0.0,0.0,TA,200.0,788.0,0.0,Rec,Unf,Y,Feedr,Feedr,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,NA,0,CBlock,1,363.0,1.0,TA,Unf,TA,Detchd,1950.0,1612,1,GasA,Ex,192,1,TA,Lvl,Gtl,5830,Corner,53.0,Reg,0,50,RM,0.0,None,NA,0,3,0,6,5,903204040,Y,0,NA,CompShg,Gable,128500,0,Pave,7,988.0,AllPub,0,1950,1997,2010,3,3,3,3,4,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1333,1216,0,0,NA,3,1Fam,Fa,No,1.0,0.0,TA,1018.0,198.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,GdWo,Gd,1,CBlock,1,371.0,1.0,TA,Unf,TA,Attchd,1953.0,1728,0,GasA,Ex,1945,1,TA,Lvl,Gtl,12099,Inside,68.87899941826643,IR1,512,50,RL,0.0,None,NA,0,6,0,6,5,535354260,Y,0,NA,CompShg,Gable,156000,0,Pave,7,1216.0,AllPub,200,1953,2004,2007,2,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1334,1133,1349,0,NA,4,1Fam,Gd,Gd,0.0,0.0,Gd,1094.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,642.0,3.0,TA,Fin,TA,BuiltIn,2005.0,2482,1,GasA,Ex,2277,1,Gd,Lvl,Gtl,12665,Inside,88.0,IR1,0,60,RL,245.0,BrkFace,NA,0,2,39,5,8,921205070,Y,0,NA,CompShg,Hip,281213,0,Pave,9,1094.0,AllPub,144,2005,2006,2007,4,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1335,2069,0,0,NA,4,1Fam,TA,Gd,1.0,0.0,Gd,160.0,425.0,0.0,GLQ,Unf,Y,PosA,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NA,Gd,1,CBlock,2,505.0,2.0,TA,RFn,TA,Attchd,1960.0,2069,0,GasA,Ex,1266,1,Gd,HLS,Mod,27650,Inside,313.0,IR2,0,20,RL,0.0,None,NA,0,11,0,7,7,535427070,Y,0,NA,Tar&Grv,Flat,242000,0,Pave,9,585.0,AllPub,0,1960,2007,2008,3,4,3,3,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1336,1478,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,208.0,1270.0,0.0,BLQ,Unf,Y,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,NA,Gd,2,CBlock,2,498.0,2.0,TA,Unf,TA,Attchd,1960.0,1478,0,GasA,Ex,674,1,TA,Lvl,Gtl,17600,Inside,68.87899941826643,IR1,0,20,RL,30.0,BrkFace,NA,0,12,40,5,6,535425070,Y,0,NA,CompShg,Gable,157500,0,Pave,6,1478.0,AllPub,0,1960,1960,2009,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1337,806,918,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,796.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,Stucco,NA,Gd,1,PConc,2,616.0,2.0,TA,Fin,TA,BuiltIn,2003.0,1724,1,GasA,Ex,2823,1,Gd,Lvl,Gtl,7162,Inside,62.0,Reg,0,60,RL,190.0,BrkFace,NA,0,5,57,5,7,908128100,Y,0,NA,CompShg,Hip,196500,0,Pave,8,796.0,AllPub,168,2003,2004,2006,3,4,3,3,3,4,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1338,1425,0,0,NA,3,1Fam,TA,Mn,1.0,0.0,Gd,579.0,846.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,591.0,2.0,TA,RFn,TA,Attchd,1998.0,1425,0,GasA,Ex,2772,1,TA,Lvl,Gtl,8685,CulDSac,68.87899941826643,IR1,0,20,RL,0.0,None,NA,0,5,130,5,7,907131070,Y,0,NA,CompShg,Gable,193000,0,Pave,5,1425.0,AllPub,0,1998,1998,2006,3,4,3,3,3,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1339,899,423,0,NA,4,1Fam,TA,No,1.0,0.0,TA,624.0,48.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,MnPrv,NA,0,BrkTil,1,280.0,1.0,TA,Unf,TA,Detchd,1939.0,1322,0,GasA,Ex,2015,1,TA,Lvl,Gtl,6240,Inside,52.0,Reg,0,50,RM,0.0,None,NA,0,7,0,8,5,903231180,Y,0,NA,CompShg,Gable,132000,0,Pave,7,672.0,AllPub,0,1939,1952,2007,3,3,3,3,4,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1340,848,580,0,Grvl,4,1Fam,TA,No,1.0,0.0,TA,504.0,208.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,84,TA,TA,AsbShng,Wd Sdng,NA,NA,0,Stone,1,576.0,2.0,TA,Fin,TA,Detchd,1985.0,1428,0,GasA,Gd,2642,1,TA,Lvl,Gtl,6451,Inside,58.0,Reg,0,70,RM,0.0,None,NA,0,5,0,7,7,902106090,Y,0,NA,CompShg,Gable,139900,0,Pave,7,712.0,AllPub,264,1900,1970,2006,3,3,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1341,1194,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,1194.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,120,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,312.0,1.0,TA,RFn,TA,Attchd,1959.0,1194,0,GasA,TA,144,1,TA,Lvl,Gtl,8760,Inside,73.0,Reg,0,20,RL,220.0,BrkFace,NA,0,4,0,6,6,535153070,Y,0,NA,CompShg,Hip,148000,0,Pave,6,1194.0,AllPub,0,1959,1959,2010,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1342,895,923,0,NA,3,1Fam,TA,Av,1.0,0.0,Ex,226.0,669.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,774.0,3.0,TA,Fin,TA,Attchd,2007.0,1818,1,GasA,Ex,1712,1,Ex,Lvl,Gtl,12568,Inside,68.87899941826643,Reg,0,60,RL,246.0,Stone,NA,0,8,104,5,8,528172030,Y,0,NA,CompShg,Hip,281500,0,Pave,8,895.0,AllPub,196,2007,2007,2007,3,5,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1343,1718,1238,0,NA,5,1Fam,TA,Av,0.0,0.0,Gd,1706.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,916.0,3.0,TA,RFn,TA,BuiltIn,2004.0,2956,1,GasA,Ex,1708,1,Ex,Lvl,Gtl,13069,Inside,99.0,IR1,0,60,RL,502.0,BrkFace,NA,0,8,50,5,8,528150110,Y,0,NA,CompShg,Gable,342000,0,Pave,11,1706.0,AllPub,194,2004,2004,2007,3,4,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1344,1210,0,0,NA,3,1Fam,TA,Av,1.0,0.0,TA,552.0,576.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,NA,0,CBlock,2,528.0,2.0,TA,Unf,TA,Attchd,1975.0,1210,0,GasA,TA,2890,1,TA,Lvl,Gtl,11080,Corner,140.0,Reg,0,80,RL,257.0,BrkFace,NA,0,5,0,6,6,914476130,Y,0,NA,CompShg,Gable,148000,0,Pave,6,1128.0,AllPub,0,1975,1975,2006,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1345,1001,640,0,NA,4,1Fam,TA,No,0.0,0.0,Gd,0.0,190.0,811.0,LwQ,ALQ,Y,Feedr,Norm,SBrkr,92,Gd,TA,HdBoard,HdBoard,GdPrv,Gd,1,CBlock,2,490.0,2.0,TA,Unf,TA,Detchd,1972.0,1641,0,GasA,TA,1157,1,TA,Lvl,Gtl,10759,Corner,70.0,Reg,0,50,RL,0.0,None,NA,0,7,0,4,5,532479020,Y,0,NA,CompShg,Gable,140000,0,Pave,5,1001.0,AllPub,0,1972,1972,2008,3,4,3,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1346,1053,0,180,NA,3,1Fam,TA,No,0.0,1.0,TA,413.0,567.0,28.0,Rec,BLQ,Y,Norm,Norm,FuseA,0,TA,TA,Plywood,Plywood,MnWw,NA,0,CBlock,1,750.0,2.0,TA,RFn,TA,2Types,1998.0,1053,1,GasA,TA,2550,1,Ex,Lvl,Gtl,8973,Inside,69.0,Reg,0,20,RL,85.0,BrkFace,NA,0,7,80,7,5,534428060,Y,0,NA,CompShg,Gable,150000,0,Pave,6,1008.0,AllPub,0,1958,1991,2006,3,3,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1347,1064,1061,0,NA,4,1Fam,TA,No,1.0,0.0,Ex,213.0,851.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,2,PConc,2,576.0,2.0,TA,RFn,TA,Attchd,1996.0,2125,1,GasA,Ex,1104,1,Gd,Lvl,Gtl,10990,CulDSac,97.0,IR1,0,60,RL,0.0,None,NA,0,6,0,5,7,528354100,Y,0,NA,CompShg,Gable,279500,0,Pave,12,1064.0,AllPub,168,1996,1997,2008,3,5,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1348,1072,0,0,NA,2,TwnhsE,TA,Gd,1.0,0.0,Gd,80.0,467.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,525.0,2.0,TA,Fin,TA,Basment,2005.0,1072,0,GasA,Ex,2183,1,Gd,Lvl,Gtl,3675,Inside,35.0,Reg,0,180,RM,76.0,Stone,NA,0,5,44,5,6,908186050,Y,0,NA,CompShg,Gable,140000,0,Pave,5,547.0,AllPub,0,2005,2005,2007,3,4,3,3,3,3,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1349,1664,0,0,NA,4,Duplex,TA,Mn,0.0,0.0,TA,1664.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,NA,0,CBlock,2,616.0,2.0,TA,Unf,TA,2Types,1978.0,1664,0,GasA,TA,2887,2,TA,Lvl,Gtl,8385,Inside,65.0,Reg,0,90,RL,0.0,None,NA,0,10,0,5,6,914452060,Y,0,NA,CompShg,Gable,145000,0,Pave,10,1664.0,AllPub,0,1978,1978,2006,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1350,1337,0,0,NA,2,TwnhsE,TA,No,1.0,0.0,Gd,354.0,1051.0,0.0,GLQ,BLQ,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,NA,Fa,1,PConc,2,511.0,2.0,TA,Fin,TA,Attchd,1999.0,1337,0,GasA,Ex,29,1,Gd,Lvl,Gtl,5858,FR2,26.0,IR1,0,120,RH,0.0,None,NA,0,6,68,5,7,527427230,Y,0,NA,CompShg,Gable,184000,0,Pave,5,1405.0,AllPub,203,1999,1999,2010,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1351,1226,0,0,NA,1,Twnhs,TA,Gd,1.0,0.0,Gd,174.0,1052.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Plywood,NA,TA,1,CBlock,1,484.0,2.0,TA,Fin,TA,Attchd,1978.0,1226,0,GasA,TA,108,1,Gd,Lvl,Gtl,3880,Inside,40.0,IR1,0,120,RL,0.0,None,NA,0,1,78,6,8,533253210,Y,0,NA,CompShg,Gable,206000,0,Pave,4,1226.0,AllPub,223,1978,1978,2010,3,4,3,3,3,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1352,546,546,0,NA,3,Twnhs,TA,No,0.0,0.0,TA,294.0,252.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,NA,NA,0,CBlock,1,253.0,1.0,TA,Unf,TA,Attchd,1972.0,1092,1,GasA,TA,2286,1,TA,Lvl,Gtl,1504,Inside,21.0,Reg,0,160,RM,0.0,None,NA,0,5,0,4,4,923226300,Y,0,NA,CompShg,Gable,85500,0,Pave,5,546.0,AllPub,0,1972,1972,2007,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1353,849,811,0,NA,3,1Fam,TA,No,0.0,0.0,TA,389.0,326.0,0.0,LwQ,Unf,Y,Norm,Norm,FuseA,0,TA,TA,Stucco,Stucco,NA,Gd,1,CBlock,1,240.0,1.0,TA,Unf,TA,Detchd,1939.0,1660,1,GasA,Fa,1533,1,TA,HLS,Mod,11988,Inside,74.0,IR1,0,70,RL,0.0,None,NA,0,8,0,7,6,909276170,Y,0,NA,CompShg,Hip,188700,0,Pave,6,715.0,AllPub,0,1934,1995,2008,3,3,3,3,3,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1354,1671,0,0,NA,3,1Fam,TA,No,0.0,0.0,TA,1064.0,363.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,484.0,2.0,TA,RFn,TA,Attchd,1978.0,1671,0,GasA,TA,376,1,TA,Lvl,Gtl,10928,Inside,80.0,Reg,0,20,RL,101.0,BrkFace,NA,0,8,55,6,6,527353020,Y,0,NA,CompShg,Gable,200000,0,Pave,7,1427.0,AllPub,252,1978,1986,2009,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1355,1061,0,0,NA,1,1Fam,TA,No,1.0,0.0,Gd,308.0,460.0,286.0,GLQ,ALQ,Y,Feedr,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NA,NA,0,PConc,1,462.0,2.0,TA,Unf,TA,Attchd,1990.0,1061,1,GasA,Gd,800,1,Gd,Lvl,Gtl,10778,Inside,74.0,IR1,0,80,RL,0.0,None,NA,0,7,36,6,7,906201021,Y,0,NA,CompShg,Gable,162000,0,Pave,4,1054.0,AllPub,114,1990,1991,2009,3,4,3,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1356,672,0,0,NA,2,1Fam,TA,No,0.0,0.0,TA,672.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdPrv,NA,0,PConc,1,240.0,1.0,TA,Unf,TA,Detchd,1940.0,672,0,GasA,Ex,1395,1,TA,Lvl,Gtl,10200,Inside,60.0,Reg,0,30,RL,0.0,None,NA,0,8,0,8,5,905226030,N,0,NA,CompShg,Gable,108000,0,Pave,4,672.0,AllPub,168,1940,1997,2008,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1357,1621,0,0,NA,3,1Fam,TA,Av,1.0,0.0,Gd,120.0,1333.0,168.0,ALQ,LwQ,Y,PosN,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,Fa,2,CBlock,2,478.0,2.0,TA,RFn,TA,Attchd,1975.0,1621,0,GasA,TA,388,1,TA,Lvl,Gtl,9373,CulDSac,68.87899941826643,IR1,0,20,RL,161.0,BrkFace,NA,0,6,0,7,5,527375100,Y,0,NA,CompShg,Gable,213000,490,Pave,7,1621.0,AllPub,0,1975,1975,2009,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1358,1734,0,0,NA,3,1Fam,TA,No,1.0,0.0,Ex,730.0,1004.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,928.0,3.0,TA,RFn,TA,Attchd,2007.0,1734,0,GasA,Ex,1689,1,Ex,Lvl,Gtl,12085,Inside,93.0,Reg,0,20,RL,328.0,Stone,NA,0,11,0,5,8,528102130,Y,0,NA,CompShg,Hip,318000,0,Pave,7,1734.0,AllPub,0,2007,2007,2007,3,5,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1359,1075,1063,0,NA,2,1Fam,TA,No,0.0,0.0,TA,849.0,0.0,0.0,Unf,Unf,N,Norm,Norm,FuseA,0,TA,TA,AsbShng,AsbShng,MnPrv,NA,0,PConc,2,360.0,2.0,Po,Unf,Fa,Detchd,1910.0,2138,0,GasA,TA,716,3,TA,Lvl,Gtl,8100,Corner,90.0,Reg,0,75,RM,0.0,None,NA,0,11,156,5,5,902325070,N,0,NA,CompShg,Hip,106000,0,Pave,11,849.0,AllPub,40,1898,1965,2009,3,3,1,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1360,1337,672,0,NA,4,1Fam,TA,No,0.0,0.0,TA,672.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Plywood,NA,Gd,2,PConc,2,795.0,3.0,TA,Unf,TA,2Types,1928.0,2009,0,GasA,Ex,2737,1,TA,Lvl,Gtl,19950,Corner,114.0,Reg,0,70,RL,0.0,None,NA,0,12,42,7,6,905427010,P,0,NA,CompShg,Gable,235000,180,Pave,8,672.0,AllPub,0,1928,1950,2006,3,3,3,3,3,3,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1361,1225,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,381.0,569.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,NA,0,CBlock,1,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,1225,1,GasA,Fa,120,1,TA,Lvl,Gtl,9320,Inside,77.0,IR1,0,20,RL,0.0,None,Shed,400,1,0,5,4,534276360,Y,0,NA,CompShg,Gable,128950,0,Pave,6,950.0,AllPub,352,1959,1959,2010,3,3,0,0,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
